Record ID,Business Domain,Source System,Table Name,Field Name,Data Owner,Data Steward,Data Classification,Critical Data Element,Completeness Percent,Accuracy Percent,Consistency Flag,Duplicate Flag,GDPR Relevant,Regulation Type,Retention Policy Years,Masking Required,Access Level,Compliance Status,Audit Rating,Country,Country Latitude,Country Longitude,Audit Date,Data Quality Score,Governance Maturity Score,Compliance Risk Score,Audit Findings Count,Open Issues Count,Days Since Last Audit,Business Impact Score,Estimated Fine EUR,Remediation Cost EUR,Maturity Band,Low Governance Maturity Flag,Low Data Quality Flag,Governance-Quality Quadrant,Quality Band,Compliance Risk Band,High_or_Critical_Risk,Impact band,Estimated Fine Log,Fine Band,High Compliance Risk Flag,High Business Impact Flag,High Fine Flag,CRITICAL PRIORITY ASSET,Remediation Cost Band,Fine_to_Remediation_Ratio,ROI Band,Audit Month,Audit Freshness Band,Findings Severity Band,Open Issues Severity Band
4704,Finance,Data_Warehouse,Invoices,Customer_ID,Finance Director,FP&A Analytics,Public,No,98.5,100.0,No,No,No,Internal Policy,7,No,Write,At Risk,C,Sweden,59.3293,18.0686,2024-10-28,96.3,4,42.7,4,2,434,7,47757,3821,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,10.773901871142757,Low (<€100k),False,True,False,False,Low Cost (<€10k),12.498560586233971,High ROI (10–50x),2024-10,Stale,Moderate Issues,Low
4705,Sales,Support,POS_Transactions,Cashier_ID,Head of Revenue Ops,Sales Analytics,Internal,No,92.9,91.8,No,No,No,Internal Policy,5,No,Write,At Risk,C,Netherlands,52.3676,4.9041,2025-04-17,90.1,3,53.6,3,0,263,7,238902,9556,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.383812890790518,Medium (€100k–€500k),False,True,False,False,Low Cost (<€10k),25.00020929259104,High ROI (10–50x),2025-04,Aging,Minor Issues,Resolved
4706,Sales,Data_Warehouse,POS_Transactions,Txn_Date,Regional Sales Lead,Sales Analytics,Internal,Yes,96.8,98.4,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Belgium,50.8503,4.3517,2024-07-02,97.8,4,31.0,3,0,552,3,176222,7049,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.079505517450139,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.999574407717407,High ROI (10–50x),2024-07,Critical,Minor Issues,Resolved
4707,HR,Learning_LMS,Employees,Hire_Date,HR Manager,People Ops,Internal,Yes,98.2,99.2,Yes,No,No,Internal Policy,3,No,Read,At Risk,C,Germany,52.52,13.405,2024-11-22,98.8,3,31.5,3,3,409,7,232320,23232,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.355875315017018,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),10.0,High ROI (10–50x),2024-11,Stale,Minor Issues,Medium
4708,HR,Data_Warehouse,Employees,National_ID,HR Manager,Data Gov Team,Sensitive,Yes,100.0,100.0,Yes,No,Yes,GDPR,3,Yes,Write,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2024-07-15,100.0,5,83.0,12,10,539,8,1237451,296988,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,14.028564984793926,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.16667003380608,Moderate ROI (3–10x),2024-07,Stale,Severe Issues,Critical
4709,HR,Learning_LMS,Payroll,Gross_Pay_EUR,HR Director,HR Analytics,Sensitive,Yes,86.7,88.1,Yes,No,Yes,GDPR,10,Yes,Read,Non-Compliant,E,Poland,52.2297,21.0122,2025-01-30,88.7,3,82.1,14,10,340,7,378423,90822,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,High Risk,True,Medium Impact,12.843770539095729,Medium (€100k–€500k),True,True,False,False,High Cost (€50k–€150k),4.166644645570456,Moderate ROI (3–10x),2025-01,Aging,Severe Issues,Critical
4710,Operations,WMS,Support_Tickets,Priority,Ops Director,Ops BI,Public,No,83.4,79.3,Yes,No,No,Internal Policy,2,No,Read,At Risk,C,France,48.8566,2.3522,2024-05-25,83.2,2,30.5,2,0,590,5,142631,5705,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Low Risk,False,Medium Impact,11.868023165714606,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.00105170902717,High ROI (10–50x),2024-05,Critical,Minor Issues,Resolved
4711,Sales,Support,Orders,Channel,Head of Revenue Ops,Sales Analytics,Public,No,98.1,91.4,Yes,No,No,Internal Policy,5,No,Write,At Risk,B,Spain,40.4168,-3.7038,2025-01-01,95.3,4,29.1,1,0,369,5,172816,6913,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.059988510142764,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.99869810501953,High ROI (10–50x),2025-01,Stale,Clean,Resolved
4712,Sales,Order_Management,POS_Transactions,Txn_Date,Regional Sales Lead,Data Gov Team,Internal,No,98.1,100.0,Yes,No,No,Internal Policy,5,No,Read,Compliant,B,Belgium,50.8503,4.3517,2024-06-01,99.1,3,23.4,1,1,583,3,0,763,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-06,Critical,Clean,Low
4713,Operations,Logistics,Support_Tickets,CSAT_Score,Ops Director,Data Gov Team,Public,No,88.8,100.0,No,No,No,Internal Policy,3,No,Write,At Risk,C,Spain,40.4168,-3.7038,2024-08-03,92.0,3,43.6,5,1,520,5,61046,3663,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.019399338282298,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.665574665574667,High ROI (10–50x),2024-08,Stale,Moderate Issues,Low
4714,Marketing,CDP,Campaigns,UTM_Campaign,Marketing Lead,Marketing Analytics,Internal,Yes,90.9,86.1,Yes,No,No,Internal Policy,5,No,Read,At Risk,C,Portugal,38.7223,-9.1393,2024-09-21,89.6,2,32.7,5,1,471,4,67907,4074,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Low Risk,False,Medium Impact,11.125909126930525,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.668384879725085,High ROI (10–50x),2024-09,Stale,Moderate Issues,Low
4715,Operations,Data_Warehouse,Inventory,Expiry_Date,Head of Operations,Process Excellence,Internal,No,99.8,100.0,Yes,No,No,Internal Policy,1,No,Read,Compliant,B,Italy,41.9028,12.4964,2024-09-23,99.9,4,20.0,1,0,469,3,0,2887,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-09,Stale,Clean,Resolved
4716,Finance,Data_Warehouse,Payments,Card_Token,Head of Finance Ops,FP&A Analytics,Sensitive,No,81.3,75.9,Yes,No,Yes,GDPR,5,Yes,Admin,Non-Compliant,E,Italy,41.9028,12.4964,2024-03-11,80.7,4,100.0,14,10,665,7,1349028,323767,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,Medium Impact,14.114895632364313,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166663063252277,Moderate ROI (3–10x),2024-03,Critical,Severe Issues,Critical
4717,Finance,ERP,GL_Entries,Approved_By,Controller,Finance Ops,Confidential,No,100.0,100.0,Yes,No,Yes,GDPR,5,Yes,Read,At Risk,C,Poland,52.2297,21.0122,2025-06-07,100.0,4,52.6,2,2,212,6,113639,9091,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.640790835968124,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),12.500164998350016,High ROI (10–50x),2025-06,Aging,Minor Issues,Low
4718,Finance,Payments_Gateway,Invoices,Card_Last4,Controller,Finance Ops,Sensitive,Yes,80.8,90.3,No,No,Yes,GDPR,7,Yes,Write,Non-Compliant,E,Portugal,38.7223,-9.1393,2025-06-08,84.0,4,100.0,9,7,211,9,1176357,211744,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,High Impact,13.977933782882511,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),5.555562377210216,Moderate ROI (3–10x),2025-06,Aging,Severe Issues,High
4719,Sales,POS,POS_Transactions,Txn_Amount_EUR,Head of Revenue Ops,Revenue Ops,Confidential,No,83.3,90.8,No,No,Yes,GDPR,5,Yes,Write,Non-Compliant,E,Poland,52.2297,21.0122,2025-06-04,85.3,3,80.4,9,9,215,5,596775,131290,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,High Risk,True,Medium Impact,13.299297112585853,High (€500k–€1M),True,False,True,False,High Cost (€50k–€150k),4.545471856196207,Moderate ROI (3–10x),2025-06,Aging,Severe Issues,High
4720,Marketing,CRM,Customer_Master,Consent_Status,Marketing Lead,CRM Ops,Internal,No,100.0,98.4,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,Ireland,53.3498,-6.2603,2024-10-16,99.3,2,34.3,3,2,446,2,70458,5637,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,11.162786259344898,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499201703033528,High ROI (10–50x),2024-10,Stale,Minor Issues,Low
4721,IT,Security_SIEM,AI_Models,Last_Retrain_Date,CISO,Data Gov Team,Internal,Yes,97.6,90.8,Yes,No,No,Internal Policy,2,No,Write,At Risk,B,Belgium,50.8503,4.3517,2025-08-28,94.8,4,27.9,2,1,130,5,80834,4850,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.300165319035706,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.66680412371134,High ROI (10–50x),2025-08,Fresh,Minor Issues,Low
4722,Marketing,Web_Analytics,Campaigns,UTM_Source,Head of Growth,CRM Ops,Internal,No,91.9,82.2,Yes,No,No,Internal Policy,1,No,Write,At Risk,C,Denmark,55.6761,12.5683,2025-04-17,88.3,2,39.4,3,1,263,3,57188,3431,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Low Risk,False,Low Impact,10.954116851182086,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.668026814339843,High ROI (10–50x),2025-04,Aging,Minor Issues,Low
4723,HR,Learning_LMS,Employees,Phone,HR Director,People Ops,Confidential,No,97.9,100.0,Yes,Yes,Yes,GDPR,7,Yes,Read,Non-Compliant,D,Belgium,50.8503,4.3517,2025-10-01,99.0,3,63.2,5,3,96,5,891416,89142,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.700567610436815,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),9.999955127773665,Moderate ROI (3–10x),2025-10,Fresh,Moderate Issues,Medium
4724,Operations,Procurement,Shipments,Customer_ID,Ops Director,Data Gov Team,Internal,Yes,100.0,100.0,Yes,No,No,Internal Policy,1,No,Read,At Risk,C,Denmark,55.6761,12.5683,2025-04-24,100.0,2,31.8,4,3,256,7,125151,12515,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Medium Impact,11.73728427755524,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),10.000079904115061,High ROI (10–50x),2025-04,Aging,Moderate Issues,Medium
4725,Operations,Logistics,Shipments,Warehouse_ID,Ops Director,Data Gov Team,Internal,Yes,100.0,92.3,Yes,No,No,Internal Policy,3,No,Write,At Risk,C,Spain,40.4168,-3.7038,2024-04-26,96.5,3,44.6,2,1,619,8,144603,8676,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,High Impact,11.88175425084149,Medium (€100k–€500k),False,True,False,False,Low Cost (<€10k),16.66701244813278,High ROI (10–50x),2024-04,Critical,Minor Issues,Low
4726,Operations,WMS,Inventory,Warehouse_ID,Supply Chain Lead,Data Gov Team,Internal,No,85.2,100.0,No,No,No,Internal Policy,3,No,Admin,Non-Compliant,D,Denmark,55.6761,12.5683,2025-08-11,90.3,3,57.7,5,3,147,6,1123334,112333,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.931812497338859,Very High (€1M+),False,False,True,False,High Cost (€50k–€150k),10.000035608414269,High ROI (10–50x),2025-08,Fresh,Moderate Issues,Medium
4727,Marketing,Web_Analytics,Sessions,Referrer,Marketing Lead,CRM Ops,Public,Yes,84.8,82.5,Yes,Yes,No,Internal Policy,7,No,Write,Non-Compliant,D,Sweden,59.3293,18.0686,2025-05-16,85.3,2,55.3,8,6,234,7,843510,134962,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Medium Risk,False,Medium Impact,13.645328221784135,High (€500k–€1M),False,True,True,False,High Cost (€50k–€150k),6.2499814762673935,Moderate ROI (3–10x),2025-05,Aging,Severe Issues,High
4728,Sales,CRM,POS_Transactions,Refund_Flag,Regional Sales Lead,Sales Analytics,Confidential,No,99.7,85.7,Yes,No,Yes,GDPR,5,Yes,Read,Non-Compliant,D,United Kingdom,51.5074,-0.1278,2024-08-27,93.4,3,57.0,5,4,496,3,664350,79722,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Low Impact,13.406565903248998,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),8.333333333333334,Moderate ROI (3–10x),2024-08,Stale,Moderate Issues,Medium
4729,Sales,Order_Management,POS_Transactions,Country,Head of Revenue Ops,Sales Analytics,Internal,No,86.2,86.3,Yes,No,No,Internal Policy,3,No,Write,At Risk,C,France,48.8566,2.3522,2024-06-19,87.7,3,38.6,5,0,565,3,213379,8535,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Low Impact,12.270829892745452,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.000468658465145,High ROI (10–50x),2024-06,Critical,Moderate Issues,Resolved
4730,Marketing,Data_Warehouse,Campaigns,UTM_Medium,Marketing Lead,Data Gov Team,Internal,Yes,98.9,88.3,No,No,No,Internal Policy,1,No,Write,At Risk,C,Netherlands,52.3676,4.9041,2024-04-24,91.3,4,51.9,4,0,621,7,28645,1146,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,10.262769096339811,Low (<€100k),False,True,False,False,Low Cost (<€10k),24.9956369982548,High ROI (10–50x),2024-04,Critical,Moderate Issues,Resolved
4731,Finance,Finance_System,Invoices,IBAN,Finance Director,Finance Ops,Sensitive,Yes,100.0,90.0,Yes,No,Yes,GDPR,5,Yes,Write,Non-Compliant,E,Poland,52.2297,21.0122,2024-04-29,95.5,5,85.0,11,7,616,8,1046800,188424,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,13.86124940492999,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),5.555555555555555,Moderate ROI (3–10x),2024-04,Critical,Severe Issues,High
4732,Sales,Data_Warehouse,Leads,Lead_ID,Sales Director,Revenue Ops,Internal,No,100.0,99.1,Yes,No,No,Internal Policy,5,No,Write,At Risk,B,Netherlands,52.3676,4.9041,2024-11-15,99.6,5,29.2,2,2,416,4,128923,10314,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.766978362441531,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499806088811324,High ROI (10–50x),2024-11,Stale,Minor Issues,Low
4733,Operations,Data_Warehouse,Shipments,Dispatch_Date,Head of Operations,Data Gov Team,Internal,Yes,100.0,100.0,Yes,No,No,Internal Policy,7,No,Read,At Risk,C,Belgium,50.8503,4.3517,2024-04-17,100.0,3,31.0,2,2,628,7,229441,18355,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.343405553231273,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),12.5001906837374,High ROI (10–50x),2024-04,Critical,Minor Issues,Low
4734,Operations,Support,Inventory,Reorder_Level,Head of Operations,Process Excellence,Internal,No,94.3,91.9,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,United Kingdom,51.5074,-0.1278,2024-07-06,93.8,3,41.8,3,2,548,6,231533,18523,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.35248200997488,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499757058791772,High ROI (10–50x),2024-07,Critical,Minor Issues,Low
4735,Marketing,CDP,Campaigns,Campaign_Name,Marketing Lead,Marketing Analytics,Internal,Yes,83.7,96.2,Yes,No,No,Internal Policy,1,No,Read,At Risk,C,Spain,40.4168,-3.7038,2024-03-03,91.0,2,30.1,4,2,673,3,159002,12720,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,11.9766783489489,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.500157232704403,High ROI (10–50x),2024-03,Critical,Moderate Issues,Low
4736,HR,Data_Warehouse,Employees,Last_Name,HR Director,Data Gov Team,Sensitive,Yes,92.0,91.1,Yes,No,Yes,GDPR,7,Yes,Write,Non-Compliant,E,Netherlands,52.3676,4.9041,2024-12-23,92.4,4,89.4,10,9,378,8,1318276,290021,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,14.091836138882192,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.5454501570575925,Moderate ROI (3–10x),2024-12,Stale,Severe Issues,High
4737,Finance,Finance_System,GL_Entries,Entry_ID,Head of Finance Ops,Finance Ops,Public,No,99.9,95.9,Yes,No,No,Internal Policy,3,No,Write,At Risk,B,France,48.8566,2.3522,2024-05-21,98.1,4,21.8,2,2,594,2,56722,4538,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,10.94593505120364,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499338915821948,High ROI (10–50x),2024-05,Critical,Minor Issues,Low
4738,Operations,Data_Warehouse,Shipments,GPS_Location,Ops Director,Process Excellence,Internal,No,92.3,100.0,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,France,48.8566,2.3522,2024-01-12,96.5,5,34.6,4,2,724,6,77634,6211,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.25977363541527,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499436483658027,High ROI (10–50x),2024-01,Critical,Moderate Issues,Low
4739,Marketing,CRM,Campaigns,Campaign_ID,Digital Lead,Marketing Analytics,Internal,No,79.2,89.8,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Germany,52.52,13.405,2024-06-03,86.1,2,46.3,5,3,581,5,81937,8194,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Medium Risk,False,Medium Impact,11.31371814269949,Low (<€100k),False,False,False,False,Low Cost (<€10k),9.999633878447645,Moderate ROI (3–10x),2024-06,Critical,Moderate Issues,Medium
4740,Marketing,Data_Warehouse,Customer_Master,Device_ID,Marketing Lead,Marketing Analytics,Confidential,No,92.2,96.1,Yes,Yes,Yes,GDPR,5,Yes,Write,Non-Compliant,E,Netherlands,52.3676,4.9041,2025-01-31,94.7,3,79.4,9,8,339,2,930693,186139,High Maturity,False,False,Healthy,High Quality,High Risk,True,Low Impact,13.743685823392518,High (€500k–€1M),True,False,True,False,Very High Cost (>€150k),4.999989255341438,Moderate ROI (3–10x),2025-01,Aging,Severe Issues,High
4741,Finance,ERP,Invoices,IBAN,Head of Finance Ops,FP&A Analytics,Sensitive,Yes,100.0,100.0,No,No,Yes,GDPR,2,Yes,Read,Non-Compliant,D,Italy,41.9028,12.4964,2025-09-28,97.0,4,73.3,7,4,99,6,570106,68413,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.253579341491916,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),8.333299226755148,Moderate ROI (3–10x),2025-09,Fresh,Severe Issues,Medium
4742,IT,AI_Platform,Access_Logs,Resource,CISO,Data Gov Team,Internal,No,89.8,87.3,Yes,No,No,NIS2,3,No,Read,At Risk,C,France,48.8566,2.3522,2024-10-05,89.7,4,33.6,4,1,457,5,227520,13651,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,12.334997820805357,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.66691084902205,High ROI (10–50x),2024-10,Stale,Moderate Issues,Low
4743,Sales,Order_Management,Leads,Estimated_Value_EUR,Head of Revenue Ops,Sales Analytics,Confidential,No,100.0,91.9,Yes,No,Yes,GDPR,3,Yes,Admin,Non-Compliant,E,Sweden,59.3293,18.0686,2024-01-09,96.3,3,81.6,13,10,727,5,367091,88102,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,12.813367776820336,Medium (€100k–€500k),True,False,False,False,High Cost (€50k–€150k),4.166659099679917,Moderate ROI (3–10x),2024-01,Critical,Severe Issues,Critical
4744,Finance,Billing,GL_Entries,Source_Document,Finance Director,FP&A Analytics,Internal,Yes,90.4,90.1,Yes,No,No,Internal Policy,5,No,Write,At Risk,C,Ireland,53.3498,-6.2603,2025-08-16,91.3,4,30.0,5,2,142,5,169259,13541,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.039191273224096,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.49974152573665,High ROI (10–50x),2025-08,Fresh,Moderate Issues,Low
4745,IT,Security_SIEM,Access_Logs,Timestamp,CIO,Security Ops,Internal,No,96.0,100.0,Yes,No,No,Internal Policy,7,No,Write,Compliant,B,Spain,40.4168,-3.7038,2025-05-21,98.2,4,27.3,1,0,229,3,0,2864,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-05,Aging,Clean,Resolved
4746,Finance,ERP,Payments,Card_Token,Controller,Data Gov Team,Sensitive,Yes,100.0,97.9,Yes,No,Yes,GDPR,5,Yes,Read,Non-Compliant,D,France,48.8566,2.3522,2025-07-09,99.0,5,63.4,7,6,180,6,309372,49500,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.64230294763773,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),6.249939393939394,Moderate ROI (3–10x),2025-07,Fresh,Severe Issues,High
4747,Sales,Support,Leads,Status,Sales Director,Sales Analytics,Internal,No,91.6,87.5,Yes,No,No,Internal Policy,5,No,Write,At Risk,B,Netherlands,52.3676,4.9041,2025-09-19,90.6,4,26.6,1,1,108,4,20107,1206,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,9.908873024812467,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.672470978441126,High ROI (10–50x),2025-09,Fresh,Clean,Low
